id,number,ЭЧТК,УКВ,Кол-во мест,Автосцепка,Переход,Постройка,Тип
1787,66752704,нет,нет,72,БСУ,Х,2020,одноэтажный
1788,46589757,да,да,80,БСУ,Б,2006,одноэтажный
1789,75527308,да,да,72,БСУ,Х,2024,одноэтажный
1790,98981391,нет,да,36,СА-3,Х,2025,одноэтажный
1791,34609969,да,да,72,БСУ,Б,2022,одноэтажный
1792,63446108,да,да,80,БСУ,Х,2003,одноэтажный
1793,37128906,нет,да,54,СА-3,Х,2001,одноэтажный
1794,24675889,да,да,54,СА-3,Х,2022,одноэтажный
1795,42447383,да,да,72,СА-3,Б,2024,двухэтажный
1796,77594636,нет,да,40,БСУ,Х,2000,одноэтажный
1797,55814884,нет,да,40,БСУ,Б,2020,двухэтажный
1798,61007346,да,да,36,СА-3,Х,2006,одноэтажный
1799,68904348,да,да,80,СА-3,Б,2009,одноэтажный
1800,29241916,да,да,36,СА-3,Б,2017,двухэтажный
1801,32805637,нет,да,36,СА-3,Б,2021,двухэтажный
1802,61165595,да,да,54,СА-3,Б,2024,одноэтажный
1803,85650313,да,да,80,БСУ,Б,2020,одноэтажный
1804,92684709,да,нет,40,БСУ,Б,2011,одноэтажный
1805,95456101,да,нет,40,БСУ,Б,2011,двухэтажный
1806,48502168,да,да,54,БСУ,Б,2011,одноэтажный
1807,67946703,нет,да,54,БСУ,Б,2017,одноэтажный
1808,63986524,да,нет,40,БСУ,Б,2013,одноэтажный
1809,70708263,да,да,44,БСУ,Б,2012,двухэтажный
1810,81126909,да,да,40,СА-3,Б,2023,одноэтажный
1811,93064164,да,да,80,БСУ,Б,2009,двухэтажный
1812,28969191,да,да,54,БСУ,Б,2024,одноэтажный
1813,65313521,да,да,64,СА-3,Б,2016,одноэтажный
1814,69455815,да,да,64,СА-3,Х,2023,одноэтажный
1815,30918595,да,да,80,СА-3,Х,2010,одноэтажный
1816,27522806,нет,да,64,СА-3,Б,2025,двухэтажный
1817,12881127,да,нет,36,БСУ,Б,2010,одноэтажный
1818,57874974,да,да,40,БСУ,Б,2011,одноэтажный
1819,52345697,да,нет,54,БСУ,Б,2009,одноэтажный
1820,85415271,да,нет,40,БСУ,Х,2019,одноэтажный
1821,85385275,да,да,44,СА-3,Б,2021,одноэтажный
1822,69713989,да,да,54,БСУ,Б,2005,одноэтажный
1823,88675126,нет,нет,54,СА-3,Б,2000,одноэтажный
1824,86072327,да,да,36,БСУ,Х,2004,одноэтажный
1825,62830211,нет,да,80,СА-3,Б,2010,одноэтажный
1826,21149828,да,нет,54,СА-3,Б,2018,одноэтажный
1827,32690870,да,да,64,БСУ,Б,2000,одноэтажный
1828,32398512,да,да,44,БСУ,Б,2013,одноэтажный
1829,46619501,нет,нет,54,СА-3,Б,2001,двухэтажный
1830,93774633,да,да,44,БСУ,Х,2015,одноэтажный
1831,14829577,нет,да,54,БСУ,Б,2016,одноэтажный
1832,66977334,да,да,44,БСУ,Б,2015,одноэтажный
1833,21181158,нет,нет,36,БСУ,Б,2003,двухэтажный
1834,27250444,нет,да,36,СА-3,Б,2004,одноэтажный
1835,41802263,нет,нет,36,СА-3,Б,2010,одноэтажный
1836,92874168,да,да,80,БСУ,Б,2010,одноэтажный
1837,24204629,да,да,40,СА-3,Б,2002,двухэтажный
1838,22292455,да,нет,40,СА-3,Х,2002,одноэтажный
1839,93946711,да,да,40,БСУ,Б,2005,одноэтажный
1840,89431668,нет,да,40,СА-3,Х,2006,одноэтажный
1841,82745798,да,да,36,СА-3,Х,2010,одноэтажный
1842,40563463,да,нет,64,БСУ,Б,2016,одноэтажный
1843,39294123,да,нет,72,СА-3,Б,2020,одноэтажный
1844,43778330,да,да,36,СА-3,Б,2023,двухэтажный
1845,67726344,да,нет,72,БСУ,Х,2023,одноэтажный
1846,52734662,да,нет,44,СА-3,Б,2023,одноэтажный
1847,70503600,да,нет,44,БСУ,Б,2015,одноэтажный
1848,35539627,да,да,72,БСУ,Б,2014,одноэтажный
1849,64122182,да,нет,54,СА-3,Х,2024,одноэтажный
1850,13285625,нет,нет,54,СА-3,Б,2000,одноэтажный
1851,98821543,нет,да,40,СА-3,Х,2012,одноэтажный
1852,46358251,да,да,54,СА-3,Б,2017,одноэтажный
1853,35494128,да,нет,54,БСУ,Б,2005,одноэтажный
1854,99360714,да,нет,36,БСУ,Б,2019,одноэтажный
1855,41561623,да,да,40,БСУ,Б,2009,одноэтажный
1856,55443506,да,нет,54,СА-3,Б,2016,одноэтажный
1857,60110818,нет,нет,44,БСУ,Х,2014,одноэтажный
1858,43032305,да,да,40,БСУ,Б,2015,одноэтажный
1859,84490268,да,нет,72,СА-3,Б,2010,одноэтажный
1860,86809444,нет,да,64,СА-3,Б,2007,одноэтажный
1861,73049118,нет,да,36,БСУ,Б,2019,одноэтажный
1862,81032794,да,нет,72,БСУ,Х,2012,одноэтажный
1863,47072327,нет,да,80,СА-3,Б,2007,одноэтажный
1864,53917970,да,нет,64,СА-3,Б,2010,одноэтажный
1865,52166952,да,да,80,СА-3,Б,2019,одноэтажный
1866,49677387,нет,нет,40,БСУ,Х,2012,одноэтажный
1867,11464854,да,да,44,СА-3,Х,2020,одноэтажный
1868,20564233,да,нет,40,БСУ,Б,2017,двухэтажный
1869,69611364,нет,да,44,БСУ,Х,2022,одноэтажный
1870,48220213,да,да,36,СА-3,Х,2010,одноэтажный
1871,59502450,да,нет,54,СА-3,Б,2020,одноэтажный
1872,33890545,да,нет,36,БСУ,Б,2024,одноэтажный
1873,78680335,да,нет,40,БСУ,Х,2002,двухэтажный
1874,23724194,да,нет,40,СА-3,Б,2011,одноэтажный
1875,65383843,да,да,54,СА-3,Б,2020,одноэтажный
1876,30801601,да,да,40,БСУ,Х,2024,одноэтажный
1877,44997902,да,да,72,СА-3,Х,2022,двухэтажный
1878,15690138,да,нет,40,СА-3,Б,2010,одноэтажный
1879,95138411,нет,да,80,БСУ,Б,2021,одноэтажный
1880,65692131,да,да,64,СА-3,Х,2018,одноэтажный
1881,56893195,нет,да,44,СА-3,Б,2004,одноэтажный
1882,94245755,нет,да,64,БСУ,Б,2005,одноэтажный
1883,91553176,да,да,44,БСУ,Х,2009,одноэтажный
1884,69799828,да,нет,64,БСУ,Х,2003,двухэтажный
1885,24325007,нет,нет,40,БСУ,Б,2021,двухэтажный
1886,89625763,нет,да,36,СА-3,Б,2008,двухэтажный
1887,13196063,да,да,40,БСУ,Х,2023,одноэтажный
1888,53937353,да,да,80,СА-3,Б,2015,одноэтажный
1889,48298018,нет,нет,40,СА-3,Б,2000,одноэтажный
1890,93117917,да,да,44,СА-3,Б,2012,одноэтажный
1891,31406009,да,да,72,СА-3,Б,2023,одноэтажный
1892,20213902,да,нет,44,СА-3,Б,2009,двухэтажный
1893,71327790,нет,нет,80,СА-3,Х,2020,одноэтажный
1894,14075870,нет,нет,40,СА-3,Х,2023,двухэтажный
1895,87816352,нет,да,36,БСУ,Х,2022,двухэтажный
1896,18745327,да,да,36,БСУ,Б,2014,одноэтажный
1897,11780943,да,да,36,БСУ,Б,2023,одноэтажный
1898,45874310,да,да,80,СА-3,Х,2014,одноэтажный
1899,97265980,да,да,80,БСУ,Б,2022,одноэтажный
1900,41074206,нет,нет,44,БСУ,Х,2011,одноэтажный
1901,73414545,да,да,44,СА-3,Б,2020,одноэтажный
1902,33348882,да,да,44,БСУ,Х,2021,одноэтажный
1903,76372099,нет,да,54,СА-3,Б,2004,одноэтажный
1904,58139696,да,да,64,СА-3,Б,2010,одноэтажный
1905,93894510,да,да,72,СА-3,Б,2018,двухэтажный
1906,37623724,нет,да,80,БСУ,Б,2016,одноэтажный
1907,79735350,да,да,64,СА-3,Б,2021,одноэтажный
1908,54949481,да,да,80,БСУ,Б,2012,одноэтажный
1909,62720687,да,да,54,СА-3,Х,2020,одноэтажный
1910,35277376,нет,нет,64,СА-3,Б,2002,одноэтажный
1911,51145240,да,да,80,СА-3,Б,2003,одноэтажный
1912,35636468,да,да,36,СА-3,Х,2024,одноэтажный
1913,18995520,да,нет,54,БСУ,Б,2000,одноэтажный
1914,50294239,да,да,44,БСУ,Б,2015,одноэтажный
1915,89636235,да,да,36,БСУ,Б,2000,одноэтажный
1916,73565178,нет,да,64,СА-3,Б,2018,одноэтажный
1917,57117793,нет,нет,36,БСУ,Х,2015,одноэтажный
1918,21653940,да,да,36,СА-3,Б,2022,одноэтажный
1919,22617221,да,нет,40,БСУ,Х,2009,одноэтажный
1920,70558903,да,да,36,СА-3,Б,2021,одноэтажный
1921,77953702,да,да,54,БСУ,Б,2012,одноэтажный
1922,81895460,нет,да,64,СА-3,Б,2015,двухэтажный
1923,70629628,да,да,44,БСУ,Б,2021,двухэтажный
1924,20310693,да,да,36,БСУ,Б,2025,одноэтажный
1925,33707092,нет,да,40,СА-3,Б,2021,одноэтажный
1926,76216456,да,да,72,СА-3,Х,2004,двухэтажный
1927,91229370,да,да,44,БСУ,Х,2016,одноэтажный
1928,59430818,да,да,54,СА-3,Х,2017,одноэтажный
1929,18984340,да,да,72,БСУ,Б,2016,одноэтажный
1930,28458598,да,да,64,СА-3,Б,2014,одноэтажный
1931,83271993,да,да,36,СА-3,Б,2003,одноэтажный
1932,41171838,да,да,72,БСУ,Х,2001,одноэтажный
1933,11632815,да,нет,64,СА-3,Б,2025,двухэтажный
1934,42705658,нет,нет,40,БСУ,Б,2006,двухэтажный
1935,62057357,да,нет,80,СА-3,Х,2004,одноэтажный
1936,29515608,нет,да,64,СА-3,Б,2007,одноэтажный
1937,65500187,нет,да,40,БСУ,Б,2024,одноэтажный
1938,53015114,нет,да,72,БСУ,Б,2019,одноэтажный
1939,40161549,нет,да,64,БСУ,Б,2024,одноэтажный
1940,42392187,да,да,80,СА-3,Б,2000,одноэтажный
1941,85388309,да,нет,40,СА-3,Б,2012,одноэтажный
1942,97263918,нет,нет,44,БСУ,Б,2015,одноэтажный
1943,61820639,нет,нет,64,СА-3,Б,2002,одноэтажный
1944,55957495,да,нет,36,БСУ,Б,2008,одноэтажный
1945,89783556,да,да,44,СА-3,Б,2011,одноэтажный
1946,35749206,нет,да,54,БСУ,Х,2013,одноэтажный
1947,35280282,нет,нет,40,БСУ,Х,2021,одноэтажный
1948,82850150,да,да,54,СА-3,Х,2023,одноэтажный
1949,95710818,да,да,72,БСУ,Х,2020,одноэтажный
1950,60331463,да,да,44,БСУ,Б,2004,одноэтажный
1951,19670420,да,нет,80,БСУ,Х,2006,одноэтажный
1952,44200134,нет,да,64,БСУ,Б,2013,двухэтажный
1953,16844169,нет,нет,54,СА-3,Б,2012,одноэтажный
1954,28753889,да,да,80,СА-3,Х,2002,одноэтажный
1955,83617175,да,да,36,БСУ,Х,2021,одноэтажный
1956,11322863,да,нет,72,БСУ,Х,2007,двухэтажный
1957,92988418,да,нет,64,БСУ,Б,2004,двухэтажный
1958,88399260,да,да,80,БСУ,Х,2019,двухэтажный
1959,31527957,да,нет,44,БСУ,Х,2007,одноэтажный
1960,39658559,да,нет,40,СА-3,Х,2000,двухэтажный
1961,51405395,да,нет,80,БСУ,Б,2007,двухэтажный
1962,21005469,да,да,40,БСУ,Б,2024,одноэтажный
1963,82647307,нет,да,72,БСУ,Б,2016,одноэтажный
1964,12780428,да,нет,80,БСУ,Б,2011,двухэтажный
1965,20382674,да,нет,54,СА-3,Б,2006,двухэтажный
1966,57414491,да,да,44,СА-3,Б,2015,одноэтажный
1967,85606069,да,нет,54,СА-3,Б,2011,одноэтажный
1968,12750674,да,нет,54,СА-3,Б,2011,двухэтажный
1969,59203514,нет,да,40,СА-3,Х,2018,одноэтажный
1970,90410541,да,да,36,БСУ,Б,2024,двухэтажный
1971,31307557,да,нет,36,БСУ,Х,2008,одноэтажный
1972,49346304,да,да,80,СА-3,Х,2009,двухэтажный
1973,18962912,да,да,36,СА-3,Х,2015,одноэтажный
1974,32538675,да,нет,40,СА-3,Х,2003,одноэтажный
1975,33988814,да,нет,64,БСУ,Б,2004,одноэтажный
1976,35072772,да,да,80,СА-3,Б,2016,одноэтажный
1977,77231416,да,да,40,СА-3,Х,2004,одноэтажный
1978,42470699,нет,нет,64,БСУ,Б,2014,двухэтажный
1979,24747331,нет,да,64,СА-3,Х,2012,двухэтажный
1980,48547666,да,нет,72,БСУ,Б,2023,одноэтажный
1981,80471123,да,нет,64,БСУ,Б,2018,одноэтажный
1982,64384837,нет,да,54,СА-3,Б,2015,двухэтажный
1983,14887763,да,да,44,БСУ,Х,2013,одноэтажный
1984,50200620,да,да,40,СА-3,Х,2024,одноэтажный
1985,29752845,да,да,80,СА-3,Б,2009,одноэтажный
1986,29101240,да,да,54,БСУ,Б,2014,одноэтажный
1987,59870894,нет,да,54,СА-3,Х,2004,одноэтажный
1988,23594221,да,да,54,БСУ,Б,2013,двухэтажный
1989,49453440,да,да,54,СА-3,Б,2015,двухэтажный
1990,54486784,да,нет,40,СА-3,Б,2004,одноэтажный
1991,85375348,да,да,40,БСУ,Х,2012,одноэтажный
1992,92265540,да,нет,44,БСУ,Х,2016,одноэтажный
1993,68840762,нет,да,64,СА-3,Б,2017,одноэтажный
1994,86014287,да,нет,40,БСУ,Б,2022,одноэтажный
1995,95255730,да,да,40,СА-3,Б,2008,одноэтажный
1996,15622602,да,да,40,СА-3,Б,2006,одноэтажный
1997,30353642,да,да,40,СА-3,Б,2005,одноэтажный
1998,45635838,нет,нет,40,БСУ,Б,2005,одноэтажный
1999,76234064,да,нет,80,БСУ,Б,2011,одноэтажный
2000,44639362,да,да,80,БСУ,Б,2010,одноэтажный
